t0.0,t0.05,t0.1,t0.15,t0.2,t0.25,t0.3,t0.35,t0.4,t0.45,t0.5,t0.55,t0.6,t0.65
"(0.0,0.04,1.0)","(1.76,0.0,0.99)","(3.53,0.01,0.95)","(5.29,0.08,0.89)","(7.06,-0.02,0.8)","(8.82,-0.02,0.69)","(10.59,-0.02,0.56)","(12.35,-0.07,0.4)","(14.12,0.04,0.22)","(15.88,0.0,0.01)","(17.65,0.02,0)","(19.41,-0.04,0)","(21.18,0.05,0)",
"(0.0,-0.06,1.0)","(1.99,-0.01,0.99)","(3.99,-0.01,0.95)","(5.98,-0.02,0.89)","(7.97,0.04,0.8)","(9.96,-0.05,0.69)","(11.96,0.04,0.56)","(13.95,0.06,0.4)","(15.94,0.09,0.22)","(17.94,-0.09,0.01)","(19.93,-0.08,0)","(21.92,-0.04,0)",,
"(0.0,0.02,1.0)","(1.9,0.0,0.99)","(3.79,-0.07,0.95)","(5.69,0.01,0.89)","(7.59,-0.0,0.8)","(9.48,-0.1,0.69)","(11.38,0.04,0.56)","(13.27,-0.02,0.4)","(15.17,0.08,0.22)","(17.07,-0.09,0.01)","(18.96,-0.01,0)","(20.86,0.06,0)",,
"(0.0,-0.04,1.0)","(1.74,0.02,0.99)","(3.48,-0.08,0.95)","(5.22,-0.02,0.89)","(6.96,-0.04,0.8)","(8.7,0.06,0.69)","(10.44,-0.09,0.56)","(12.18,0.03,0.4)","(13.92,-0.07,0.22)","(15.66,-0.1,0.01)","(17.4,0.06,0)","(19.14,-0.07,0)","(20.88,-0.04,0)",
"(0.0,-0.05,1.0)","(2.04,-0.09,0.99)","(4.09,0.06,0.95)","(6.13,0.04,0.89)","(8.18,-0.06,0.8)","(10.22,0.06,0.69)","(12.27,-0.05,0.56)","(14.31,0.02,0.4)","(16.36,-0.03,0.22)","(18.4,0.07,0.01)","(20.44,0.08,0)",,,
"(0.0,0.06,1.0)","(2.04,-0.05,0.99)","(4.08,0.07,0.95)","(6.12,0.07,0.89)","(8.16,0.04,0.8)","(10.2,0.06,0.69)","(12.24,0.05,0.56)","(14.28,-0.09,0.4)","(16.32,-0.0,0.22)","(18.36,0.08,0.01)","(20.4,0.03,0)",,,
"(0.0,0.0,1.0)","(1.95,0.09,0.99)","(3.9,0.09,0.95)","(5.85,0.1,0.89)","(7.8,-0.07,0.8)","(9.75,0.02,0.69)","(11.69,-0.03,0.56)","(13.64,0.09,0.4)","(15.59,-0.09,0.22)","(17.54,0.03,0.01)","(19.49,0.05,0)","(21.44,-0.04,0)",,
"(0.0,-0.03,1.0)","(2.03,-0.08,0.99)","(4.06,0.05,0.95)","(6.1,0.07,0.89)","(8.13,0.09,0.8)","(10.16,-0.01,0.69)","(12.19,0.02,0.56)","(14.22,0.03,0.4)","(16.26,0.02,0.22)","(18.29,0.07,0.01)","(20.32,0.05,0)",,,
"(0.0,0.04,1.0)","(1.95,0.03,0.99)","(3.9,-0.04,0.95)","(5.85,-0.02,0.89)","(7.8,0.0,0.8)","(9.75,0.06,0.69)","(11.7,0.02,0.56)","(13.65,-0.0,0.4)","(15.59,0.02,0.22)","(17.54,0.02,0.01)","(19.49,0.02,0)","(21.44,0.07,0)",,
"(0.0,0.03,1.0)","(1.69,0.01,0.99)","(3.39,-0.03,0.95)","(5.08,-0.03,0.89)","(6.77,0.06,0.8)","(8.47,-0.09,0.69)","(10.16,0.0,0.56)","(11.86,-0.07,0.4)","(13.55,-0.07,0.22)","(15.24,0.06,0.01)","(16.94,-0.02,0)","(18.63,-0.01,0)","(20.32,-0.09,0)",
"(0.0,0.01,1.0)","(1.68,0.06,0.99)","(3.36,0.1,0.95)","(5.04,-0.06,0.89)","(6.72,-0.02,0.8)","(8.4,-0.02,0.69)","(10.08,-0.07,0.56)","(11.76,-0.05,0.4)","(13.45,-0.08,0.22)","(15.13,-0.04,0.01)","(16.81,0.06,0)","(18.49,0.02,0)","(20.17,0.06,0)",
"(0.0,0.07,1.0)","(1.75,-0.07,0.99)","(3.51,0.0,0.95)","(5.26,0.07,0.89)","(7.01,0.01,0.8)","(8.76,-0.09,0.69)","(10.52,-0.0,0.56)","(12.27,0.08,0.4)","(14.02,-0.01,0.22)","(15.77,-0.05,0.01)","(17.53,0.06,0)","(19.28,-0.05,0)","(21.03,-0.06,0)",
"(0.0,0.01,1.0)","(1.71,0.02,0.99)","(3.42,-0.09,0.95)","(5.12,0.1,0.89)","(6.83,0.04,0.8)","(8.54,-0.09,0.69)","(10.25,-0.05,0.56)","(11.95,-0.09,0.4)","(13.66,0.01,0.22)","(15.37,-0.02,0.01)","(17.08,0.07,0)","(18.78,-0.1,0)","(20.49,0.09,0)",
"(0.0,-0.09,1.0)","(1.87,0.03,0.99)","(3.74,0.08,0.95)","(5.6,0.0,0.89)","(7.47,-0.1,0.8)","(9.34,0.06,0.69)","(11.21,-0.07,0.56)","(13.08,-0.01,0.4)","(14.94,0.05,0.22)","(16.81,-0.02,0.01)","(18.68,-0.0,0)","(20.55,-0.03,0)",,
"(0.0,-0.1,1.0)","(1.74,-0.02,0.99)","(3.48,-0.02,0.95)","(5.22,-0.02,0.89)","(6.97,0.01,0.8)","(8.71,-0.08,0.69)","(10.45,0.03,0.56)","(12.19,0.01,0.4)","(13.93,-0.06,0.22)","(15.67,0.03,0.01)","(17.42,0.02,0)","(19.16,0.06,0)","(20.9,0.03,0)",
"(0.0,-0.02,1.0)","(1.97,-0.02,0.99)","(3.95,-0.05,0.95)","(5.92,0.1,0.89)","(7.9,-0.0,0.8)","(9.87,-0.0,0.69)","(11.84,-0.04,0.56)","(13.82,-0.06,0.4)","(15.79,0.04,0.22)","(17.76,-0.09,0.01)","(19.74,0.02,0)","(21.71,0.09,0)",,
"(0.0,-0.0,1.0)","(1.77,-0.01,0.99)","(3.53,0.07,0.95)","(5.3,0.02,0.89)","(7.07,-0.04,0.8)","(8.83,0.1,0.69)","(10.6,0.04,0.56)","(12.36,-0.01,0.4)","(14.13,0.1,0.22)","(15.9,0.06,0.01)","(17.66,-0.05,0)","(19.43,-0.03,0)","(21.2,-0.04,0)",
"(0.0,0.08,1.0)","(1.69,-0.01,0.99)","(3.37,-0.07,0.95)","(5.06,-0.07,0.89)","(6.74,-0.01,0.8)","(8.43,0.04,0.69)","(10.11,0.07,0.56)","(11.8,0.07,0.4)","(13.49,-0.02,0.22)","(15.17,-0.08,0.01)","(16.86,-0.03,0)","(18.54,0.01,0)","(20.23,-0.07,0)",
"(0.0,-0.06,1.0)","(1.68,-0.08,0.99)","(3.36,0.07,0.95)","(5.03,0.03,0.89)","(6.71,0.04,0.8)","(8.39,-0.01,0.69)","(10.07,-0.03,0.56)","(11.74,-0.08,0.4)","(13.42,-0.04,0.22)","(15.1,0.05,0.01)","(16.78,0.05,0)","(18.46,-0.06,0)","(20.13,-0.05,0)",
"(0.0,-0.02,1.0)","(1.93,0.02,0.99)","(3.85,-0.05,0.95)","(5.78,0.02,0.89)","(7.7,0.07,0.8)","(9.63,-0.09,0.69)","(11.56,0.03,0.56)","(13.48,-0.0,0.4)","(15.41,0.02,0.22)","(17.33,-0.08,0.01)","(19.26,-0.06,0)","(21.19,-0.08,0)",,
"(0.0,-0.04,1.0)","(1.8,-0.07,0.99)","(3.6,0.01,0.95)","(5.39,0.01,0.89)","(7.19,-0.03,0.8)","(8.99,-0.04,0.69)","(10.79,0.05,0.56)","(12.59,0.08,0.4)","(14.39,-0.02,0.22)","(16.18,0.04,0.01)","(17.98,-0.02,0)","(19.78,-0.04,0)","(21.58,0.09,0)",
"(0.0,-0.01,1.0)","(2.06,-0.09,0.99)","(4.11,-0.08,0.95)","(6.17,-0.01,0.89)","(8.22,-0.03,0.8)","(10.28,-0.0,0.69)","(12.33,0.04,0.56)","(14.39,-0.06,0.4)","(16.44,0.07,0.22)","(18.5,-0.07,0.01)","(20.55,-0.09,0)",,,
"(0.0,0.04,1.0)","(1.91,0.04,0.99)","(3.82,0.08,0.95)","(5.73,-0.09,0.89)","(7.64,0.07,0.8)","(9.55,0.0,0.69)","(11.46,0.04,0.56)","(13.37,-0.09,0.4)","(15.28,-0.06,0.22)","(17.19,0.07,0.01)","(19.1,-0.01,0)","(21.01,0.03,0)",,
"(0.0,0.05,1.0)","(1.94,-0.09,0.99)","(3.89,-0.03,0.95)","(5.83,-0.04,0.89)","(7.77,-0.1,0.8)","(9.72,-0.04,0.69)","(11.66,0.01,0.56)","(13.61,-0.03,0.4)","(15.55,0.08,0.22)","(17.49,0.07,0.01)","(19.44,0.08,0)","(21.38,0.0,0)",,
"(0.0,0.1,1.0)","(1.91,-0.01,0.99)","(3.83,0.07,0.95)","(5.74,0.02,0.89)","(7.65,-0.08,0.8)","(9.57,0.01,0.69)","(11.48,0.03,0.56)","(13.39,-0.08,0.4)","(15.31,-0.07,0.22)","(17.22,0.09,0.01)","(19.13,-0.08,0)","(21.04,-0.01,0)",,
"(0.0,-0.0,1.0)","(1.75,0.06,0.99)","(3.49,-0.07,0.95)","(5.24,0.03,0.89)","(6.98,0.02,0.8)","(8.73,-0.07,0.69)","(10.48,-0.1,0.56)","(12.22,0.05,0.4)","(13.97,-0.08,0.22)","(15.71,-0.01,0.01)","(17.46,-0.04,0)","(19.21,0.01,0)","(20.95,0.07,0)",
"(0.0,0.08,1.0)","(1.74,-0.01,0.99)","(3.48,0.08,0.95)","(5.22,-0.09,0.89)","(6.97,-0.09,0.8)","(8.71,0.01,0.69)","(10.45,-0.06,0.56)","(12.19,0.04,0.4)","(13.93,-0.08,0.22)","(15.67,-0.08,0.01)","(17.42,0.02,0)","(19.16,-0.07,0)","(20.9,-0.01,0)",
"(0.0,-0.02,1.0)","(1.93,-0.02,0.99)","(3.86,0.05,0.95)","(5.79,-0.07,0.89)","(7.72,0.02,0.8)","(9.65,-0.06,0.69)","(11.57,-0.02,0.56)","(13.5,-0.09,0.4)","(15.43,0.1,0.22)","(17.36,-0.1,0.01)","(19.29,0.08,0)","(21.22,-0.02,0)",,
"(0.0,0.03,1.0)","(1.79,-0.01,0.99)","(3.59,0.01,0.95)","(5.38,-0.01,0.89)","(7.17,-0.0,0.8)","(8.96,-0.0,0.69)","(10.76,-0.1,0.56)","(12.55,0.02,0.4)","(14.34,0.09,0.22)","(16.14,0.1,0.01)","(17.93,0.01,0)","(19.72,-0.1,0)","(21.51,-0.03,0)",
"(0.0,-0.07,1.0)","(1.95,0.03,0.99)","(3.89,0.04,0.95)","(5.84,-0.06,0.89)","(7.78,0.01,0.8)","(9.73,-0.05,0.69)","(11.68,0.03,0.56)","(13.62,0.03,0.4)","(15.57,-0.09,0.22)","(17.51,0.03,0.01)","(19.46,-0.01,0)","(21.41,-0.06,0)",,
"(0.0,0.03,1.0)","(1.78,-0.03,0.99)","(3.56,-0.02,0.95)","(5.34,0.1,0.89)","(7.12,0.01,0.8)","(8.9,0.01,0.69)","(10.68,-0.08,0.56)","(12.46,0.02,0.4)","(14.24,0.06,0.22)","(16.02,-0.05,0.01)","(17.8,-0.01,0)","(19.58,0.08,0)","(21.36,0.07,0)",
"(0.0,0.08,1.0)","(1.84,-0.08,0.99)","(3.67,-0.1,0.95)","(5.51,-0.02,0.89)","(7.34,0.01,0.8)","(9.18,-0.01,0.69)","(11.01,-0.06,0.56)","(12.85,-0.04,0.4)","(14.68,-0.07,0.22)","(16.52,-0.03,0.01)","(18.35,-0.07,0)","(20.19,0.1,0)",,
"(0.0,-0.0,1.0)","(1.95,-0.06,0.99)","(3.91,0.01,0.95)","(5.86,0.08,0.89)","(7.81,0.09,0.8)","(9.77,-0.08,0.69)","(11.72,0.07,0.56)","(13.67,-0.03,0.4)","(15.63,0.06,0.22)","(17.58,0.05,0.01)","(19.53,0.05,0)","(21.49,0.0,0)",,
"(0.0,0.05,1.0)","(1.73,0.07,0.99)","(3.47,-0.06,0.95)","(5.2,0.03,0.89)","(6.94,0.05,0.8)","(8.67,-0.05,0.69)","(10.41,0.07,0.56)","(12.14,-0.09,0.4)","(13.87,-0.01,0.22)","(15.61,0.03,0.01)","(17.34,-0.02,0)","(19.08,-0.06,0)","(20.81,-0.03,0)",
"(0.0,-0.06,1.0)","(1.84,0.03,0.99)","(3.68,0.03,0.95)","(5.51,0.01,0.89)","(7.35,0.06,0.8)","(9.19,0.05,0.69)","(11.03,-0.04,0.56)","(12.86,0.02,0.4)","(14.7,-0.05,0.22)","(16.54,0.0,0.01)","(18.38,-0.08,0)","(20.22,0.01,0)",,
"(0.0,0.01,1.0)","(1.95,-0.07,0.99)","(3.89,-0.04,0.95)","(5.84,-0.1,0.89)","(7.79,-0.02,0.8)","(9.74,0.04,0.69)","(11.68,0.06,0.56)","(13.63,-0.08,0.4)","(15.58,-0.04,0.22)","(17.53,0.03,0.01)","(19.47,0.03,0)","(21.42,0.02,0)",,
"(0.0,0.06,1.0)","(1.75,0.04,0.99)","(3.5,0.01,0.95)","(5.25,0.04,0.89)","(7.01,-0.02,0.8)","(8.76,-0.02,0.69)","(10.51,0.07,0.56)","(12.26,0.02,0.4)","(14.01,-0.04,0.22)","(15.76,-0.01,0.01)","(17.52,0.02,0)","(19.27,-0.05,0)","(21.02,-0.1,0)",
"(0.0,-0.07,1.0)","(1.76,0.09,0.99)","(3.51,0.04,0.95)","(5.27,0.07,0.89)","(7.03,-0.1,0.8)","(8.78,-0.06,0.69)","(10.54,-0.06,0.56)","(12.3,-0.09,0.4)","(14.05,-0.0,0.22)","(15.81,-0.08,0.01)","(17.57,-0.01,0)","(19.32,-0.05,0)","(21.08,0.09,0)",
"(0.0,-0.05,1.0)","(1.96,-0.08,0.99)","(3.92,0.09,0.95)","(5.88,0.04,0.89)","(7.85,-0.08,0.8)","(9.81,-0.03,0.69)","(11.77,0.04,0.56)","(13.73,0.08,0.4)","(15.69,0.08,0.22)","(17.65,-0.02,0.01)","(19.61,-0.07,0)","(21.58,0.03,0)",,
"(0.0,-0.08,1.0)","(2.02,0.04,0.99)","(4.03,-0.03,0.95)","(6.05,-0.07,0.89)","(8.06,-0.08,0.8)","(10.08,-0.02,0.69)","(12.1,0.04,0.56)","(14.11,-0.03,0.4)","(16.13,0.01,0.22)","(18.15,-0.09,0.01)","(20.16,0.02,0)",,,
"(0.0,0.01,1.0)","(1.84,0.03,0.99)","(3.69,0.05,0.95)","(5.53,0.1,0.89)","(7.38,0.02,0.8)","(9.22,0.07,0.69)","(11.07,0.06,0.56)","(12.91,-0.01,0.4)","(14.76,0.07,0.22)","(16.6,-0.06,0.01)","(18.45,0.03,0)","(20.29,-0.02,0)",,
"(0.0,-0.01,1.0)","(1.86,-0.01,0.99)","(3.72,0.01,0.95)","(5.58,-0.01,0.89)","(7.44,-0.05,0.8)","(9.3,0.1,0.69)","(11.15,0.03,0.56)","(13.01,0.01,0.4)","(14.87,0.09,0.22)","(16.73,-0.04,0.01)","(18.59,-0.07,0)","(20.45,0.0,0)",,
"(0.0,0.0,1.0)","(1.78,0.08,0.99)","(3.55,-0.04,0.95)","(5.33,0.09,0.89)","(7.11,0.07,0.8)","(8.89,0.09,0.69)","(10.66,-0.04,0.56)","(12.44,0.06,0.4)","(14.22,0.02,0.22)","(15.99,-0.08,0.01)","(17.77,-0.01,0)","(19.55,-0.1,0)","(21.32,-0.05,0)",
"(0.0,0.06,1.0)","(1.82,0.04,0.99)","(3.64,0.06,0.95)","(5.47,-0.09,0.89)","(7.29,-0.01,0.8)","(9.11,-0.04,0.69)","(10.93,-0.08,0.56)","(12.76,-0.04,0.4)","(14.58,0.08,0.22)","(16.4,0.03,0.01)","(18.22,0.04,0)","(20.05,-0.1,0)","(21.87,-0.01,0)",
"(0.0,-0.07,1.0)","(1.97,-0.04,0.99)","(3.95,-0.05,0.95)","(5.92,-0.06,0.89)","(7.89,0.06,0.8)","(9.87,-0.03,0.69)","(11.84,0.06,0.56)","(13.81,-0.04,0.4)","(15.78,-0.0,0.22)","(17.76,-0.1,0.01)","(19.73,0.04,0)","(21.7,0.03,0)",,
"(0.0,-0.06,1.0)","(1.94,0.09,0.99)","(3.89,0.05,0.95)","(5.83,-0.04,0.89)","(7.77,0.01,0.8)","(9.72,-0.04,0.69)","(11.66,-0.08,0.56)","(13.6,0.1,0.4)","(15.54,-0.0,0.22)","(17.49,-0.08,0.01)","(19.43,0.01,0)","(21.37,0.06,0)",,
"(0.0,0.03,1.0)","(1.92,-0.05,0.99)","(3.83,0.09,0.95)","(5.75,0.09,0.89)","(7.66,-0.08,0.8)","(9.58,0.07,0.69)","(11.49,-0.06,0.56)","(13.41,-0.07,0.4)","(15.32,-0.08,0.22)","(17.24,-0.07,0.01)","(19.16,0.06,0)","(21.07,-0.08,0)",,
"(0.0,-0.03,1.0)","(2.01,0.07,0.99)","(4.02,0.08,0.95)","(6.03,-0.01,0.89)","(8.04,-0.07,0.8)","(10.05,-0.06,0.69)","(12.06,-0.09,0.56)","(14.07,0.07,0.4)","(16.08,0.01,0.22)","(18.09,0.09,0.01)","(20.1,-0.1,0)","(22.11,-0.05,0)",,
"(0.0,0.03,1.0)","(2.06,-0.06,0.99)","(4.13,-0.09,0.95)","(6.19,-0.09,0.89)","(8.25,-0.07,0.8)","(10.32,0.02,0.69)","(12.38,0.05,0.56)","(14.44,0.0,0.4)","(16.51,-0.07,0.22)","(18.57,0.04,0.01)","(20.63,-0.04,0)",,,
"(0.0,0.07,1.0)","(1.93,0.05,0.99)","(3.86,-0.02,0.95)","(5.78,-0.04,0.89)","(7.71,0.08,0.8)","(9.64,-0.03,0.69)","(11.57,-0.0,0.56)","(13.5,-0.05,0.4)","(15.43,0.01,0.22)","(17.35,-0.07,0.01)","(19.28,0.01,0)","(21.21,0.06,0)",,
"(0.0,-0.06,1.0)","(1.92,0.08,0.99)","(3.84,-0.0,0.95)","(5.76,-0.06,0.89)","(7.67,-0.04,0.8)","(9.59,0.1,0.69)","(11.51,0.05,0.56)","(13.43,0.08,0.4)","(15.35,0.04,0.22)","(17.27,-0.09,0.01)","(19.18,-0.01,0)","(21.1,-0.02,0)",,
"(0.0,-0.04,1.0)","(1.88,0.03,0.99)","(3.76,-0.01,0.95)","(5.65,-0.08,0.89)","(7.53,-0.03,0.8)","(9.41,0.06,0.69)","(11.29,0.05,0.56)","(13.17,0.07,0.4)","(15.05,0.04,0.22)","(16.94,-0.07,0.01)","(18.82,0.06,0)","(20.7,-0.01,0)",,
"(0.0,-0.06,1.0)","(1.87,-0.03,0.99)","(3.74,-0.07,0.95)","(5.61,-0.07,0.89)","(7.48,0.07,0.8)","(9.35,-0.06,0.69)","(11.22,-0.02,0.56)","(13.09,0.09,0.4)","(14.96,-0.0,0.22)","(16.83,0.05,0.01)","(18.7,0.04,0)","(20.57,0.08,0)",,
"(0.0,-0.07,1.0)","(1.76,0.01,0.99)","(3.53,-0.05,0.95)","(5.29,0.05,0.89)","(7.05,0.03,0.8)","(8.82,-0.05,0.69)","(10.58,-0.03,0.56)","(12.34,-0.09,0.4)","(14.11,0.02,0.22)","(15.87,-0.03,0.01)","(17.63,-0.05,0)","(19.4,-0.04,0)","(21.16,-0.01,0)",
"(0.0,-0.03,1.0)","(2.04,-0.02,0.99)","(4.08,0.01,0.95)","(6.11,0.03,0.89)","(8.15,0.02,0.8)","(10.19,0.01,0.69)","(12.23,0.08,0.56)","(14.26,-0.01,0.4)","(16.3,0.07,0.22)","(18.34,-0.08,0.01)","(20.38,-0.08,0)",,,
"(0.0,-0.08,1.0)","(1.71,0.02,0.99)","(3.41,-0.07,0.95)","(5.12,0.06,0.89)","(6.83,-0.05,0.8)","(8.53,-0.07,0.69)","(10.24,-0.06,0.56)","(11.95,0.04,0.4)","(13.65,0.04,0.22)","(15.36,-0.07,0.01)","(17.06,0.09,0)","(18.77,-0.06,0)","(20.48,-0.06,0)",
"(0.0,-0.07,1.0)","(1.7,-0.1,0.99)","(3.4,-0.02,0.95)","(5.09,-0.09,0.89)","(6.79,0.07,0.8)","(8.49,-0.04,0.69)","(10.19,0.02,0.56)","(11.88,-0.06,0.4)","(13.58,0.04,0.22)","(15.28,0.03,0.01)","(16.98,-0.03,0)","(18.67,-0.1,0)","(20.37,-0.06,0)",
"(0.0,0.06,1.0)","(1.7,-0.01,0.99)","(3.4,0.02,0.95)","(5.1,-0.09,0.89)","(6.81,0.1,0.8)","(8.51,-0.1,0.69)","(10.21,-0.1,0.56)","(11.91,-0.09,0.4)","(13.61,0.0,0.22)","(15.31,0.01,0.01)","(17.01,0.09,0)","(18.72,0.01,0)","(20.42,0.08,0)",
"(0.0,0.09,1.0)","(2.05,-0.06,0.99)","(4.11,0.06,0.95)","(6.16,0.06,0.89)","(8.22,-0.02,0.8)","(10.27,0.05,0.69)","(12.33,-0.03,0.56)","(14.38,-0.05,0.4)","(16.44,0.05,0.22)","(18.49,-0.07,0.01)","(20.55,0.03,0)",,,
"(0.0,-0.06,1.0)","(1.92,0.09,0.99)","(3.84,-0.01,0.95)","(5.76,-0.07,0.89)","(7.68,0.0,0.8)","(9.59,0.09,0.69)","(11.51,0.0,0.56)","(13.43,0.09,0.4)","(15.35,0.01,0.22)","(17.27,0.06,0.01)","(19.19,-0.04,0)","(21.11,0.05,0)",,
"(0.0,0.03,1.0)","(1.77,0.02,0.99)","(3.54,0.03,0.95)","(5.3,0.07,0.89)","(7.07,0.1,0.8)","(8.84,-0.01,0.69)","(10.61,-0.04,0.56)","(12.37,-0.06,0.4)","(14.14,0.07,0.22)","(15.91,-0.07,0.01)","(17.68,0.0,0)","(19.44,0.09,0)","(21.21,0.04,0)",
"(0.0,-0.02,1.0)","(1.72,-0.01,0.99)","(3.43,0.05,0.95)","(5.15,-0.01,0.89)","(6.87,-0.08,0.8)","(8.59,-0.02,0.69)","(10.3,-0.04,0.56)","(12.02,-0.09,0.4)","(13.74,0.02,0.22)","(15.46,-0.02,0.01)","(17.17,0.03,0)","(18.89,0.1,0)","(20.61,-0.02,0)",
"(0.0,0.08,1.0)","(1.95,-0.05,0.99)","(3.9,-0.03,0.95)","(5.85,-0.04,0.89)","(7.8,-0.07,0.8)","(9.75,0.04,0.69)","(11.7,0.05,0.56)","(13.65,-0.01,0.4)","(15.6,0.06,0.22)","(17.55,-0.06,0.01)","(19.5,-0.03,0)","(21.45,0.1,0)",,
"(0.0,-0.1,1.0)","(1.96,0.07,0.99)","(3.93,-0.0,0.95)","(5.89,-0.01,0.89)","(7.86,0.03,0.8)","(9.82,-0.06,0.69)","(11.79,0.05,0.56)","(13.75,0.08,0.4)","(15.71,0.03,0.22)","(17.68,0.08,0.01)","(19.64,-0.05,0)","(21.61,-0.03,0)",,
"(0.0,0.07,1.0)","(1.74,-0.08,0.99)","(3.49,-0.09,0.95)","(5.23,0.05,0.89)","(6.97,-0.02,0.8)","(8.71,0.08,0.69)","(10.46,-0.08,0.56)","(12.2,-0.01,0.4)","(13.94,-0.06,0.22)","(15.68,0.09,0.01)","(17.43,-0.03,0)","(19.17,0.08,0)","(20.91,-0.04,0)",
"(0.0,-0.03,1.0)","(1.8,0.02,0.99)","(3.6,0.07,0.95)","(5.4,-0.07,0.89)","(7.2,-0.05,0.8)","(9.0,0.03,0.69)","(10.79,-0.05,0.56)","(12.59,-0.06,0.4)","(14.39,-0.01,0.22)","(16.19,0.07,0.01)","(17.99,0.01,0)","(19.79,0.03,0)","(21.59,0.04,0)",
"(0.0,0.01,1.0)","(1.9,0.08,0.99)","(3.79,0.04,0.95)","(5.69,-0.09,0.89)","(7.59,0.02,0.8)","(9.49,-0.05,0.69)","(11.38,-0.01,0.56)","(13.28,0.03,0.4)","(15.18,0.03,0.22)","(17.08,0.05,0.01)","(18.97,0.0,0)","(20.87,0.06,0)",,
"(0.0,-0.01,1.0)","(2.07,-0.1,0.99)","(4.14,0.07,0.95)","(6.21,0.01,0.89)","(8.28,-0.01,0.8)","(10.35,-0.05,0.69)","(12.43,0.03,0.56)","(14.5,0.03,0.4)","(16.57,-0.09,0.22)","(18.64,0.1,0.01)","(20.71,0.01,0)",,,
"(0.0,0.1,1.0)","(1.78,0.03,0.99)","(3.56,-0.07,0.95)","(5.35,-0.04,0.89)","(7.13,0.0,0.8)","(8.91,0.03,0.69)","(10.69,-0.09,0.56)","(12.47,0.03,0.4)","(14.25,-0.05,0.22)","(16.04,-0.03,0.01)","(17.82,0.08,0)","(19.6,0.03,0)","(21.38,0.08,0)",
"(0.0,0.06,1.0)","(1.93,-0.02,0.99)","(3.85,0.07,0.95)","(5.78,-0.06,0.89)","(7.7,-0.02,0.8)","(9.63,0.08,0.69)","(11.55,-0.04,0.56)","(13.48,0.07,0.4)","(15.4,0.05,0.22)","(17.33,0.06,0.01)","(19.25,0.01,0)","(21.18,-0.0,0)",,
"(0.0,0.06,1.0)","(1.95,-0.04,0.99)","(3.91,-0.06,0.95)","(5.86,0.09,0.89)","(7.82,-0.05,0.8)","(9.77,0.08,0.69)","(11.73,-0.03,0.56)","(13.68,-0.01,0.4)","(15.64,0.05,0.22)","(17.59,0.05,0.01)","(19.55,-0.02,0)","(21.5,0.03,0)",,
"(0.0,-0.03,1.0)","(1.94,0.01,0.99)","(3.89,0.06,0.95)","(5.83,0.09,0.89)","(7.77,0.03,0.8)","(9.71,-0.04,0.69)","(11.66,-0.09,0.56)","(13.6,-0.02,0.4)","(15.54,-0.0,0.22)","(17.48,-0.05,0.01)","(19.43,0.05,0)","(21.37,0.1,0)",,
"(0.0,-0.07,1.0)","(1.8,-0.09,0.99)","(3.6,0.06,0.95)","(5.4,-0.08,0.89)","(7.19,0.03,0.8)","(8.99,0.07,0.69)","(10.79,-0.04,0.56)","(12.59,-0.06,0.4)","(14.39,-0.03,0.22)","(16.19,-0.08,0.01)","(17.99,-0.01,0)","(19.78,0.03,0)","(21.58,-0.01,0)",
"(0.0,0.04,1.0)","(1.89,0.08,0.99)","(3.79,-0.05,0.95)","(5.68,-0.02,0.89)","(7.57,-0.02,0.8)","(9.47,-0.04,0.69)","(11.36,-0.06,0.56)","(13.26,-0.1,0.4)","(15.15,0.08,0.22)","(17.04,-0.08,0.01)","(18.94,-0.03,0)","(20.83,0.06,0)",,
"(0.0,-0.04,1.0)","(2.07,-0.0,0.99)","(4.13,-0.0,0.95)","(6.2,-0.05,0.89)","(8.26,0.02,0.8)","(10.33,0.08,0.69)","(12.4,-0.07,0.56)","(14.46,-0.07,0.4)","(16.53,0.05,0.22)","(18.59,0.08,0.01)","(20.66,0.01,0)",,,
"(0.0,-0.04,1.0)","(1.85,0.04,0.99)","(3.7,0.03,0.95)","(5.55,0.09,0.89)","(7.4,-0.02,0.8)","(9.24,0.02,0.69)","(11.09,-0.03,0.56)","(12.94,-0.09,0.4)","(14.79,0.03,0.22)","(16.64,-0.03,0.01)","(18.49,-0.04,0)","(20.34,0.02,0)",,
"(0.0,0.06,1.0)","(1.72,-0.08,0.99)","(3.43,-0.02,0.95)","(5.15,0.02,0.89)","(6.86,-0.0,0.8)","(8.58,0.07,0.69)","(10.3,0.05,0.56)","(12.01,0.09,0.4)","(13.73,0.09,0.22)","(15.44,-0.04,0.01)","(17.16,-0.01,0)","(18.88,0.04,0)","(20.59,-0.06,0)",
"(0.0,-0.04,1.0)","(1.73,0.0,0.99)","(3.46,0.02,0.95)","(5.2,-0.09,0.89)","(6.93,0.08,0.8)","(8.66,-0.05,0.69)","(10.39,0.05,0.56)","(12.12,0.01,0.4)","(13.85,-0.0,0.22)","(15.59,-0.03,0.01)","(17.32,-0.08,0)","(19.05,-0.03,0)","(20.78,-0.05,0)",
